"Location","empty"
"Rueras","empty"
"Sedrun","empty"
"Sedrun","empty"
"Sedrun","empty"
"Tavanasa","empty"
"Somvix","empty"
"Trun","empty"
"Trun","empty"
"Dardin Casut","empty"
"Tavanasa","empty"
"Obersaxen St. Joseph","empty"
"Tavanasa","empty"
"Waltensburg","empty"
"Ilanz","empty"
"Ilanz","empty"
"Vals Staumauer Zervreila","empty"
"Safien Platz","empty"
"Rothenbrunnen","empty"
"Rothenbrunnen","empty"
"St. Martin Lunschania","empty"
"Sagogn","empty"
"Flims","empty"
"Flims","empty"
"Flims","empty"
"Flims","empty"
"Flims","empty"
"Flims","empty"
"Trin Mulin","empty"
"Trin","empty"
"Ausserferrera","empty"
"Ausserferrera","empty"
"Nufenen","empty"
"Spluegen","empty"
"Sufers","empty"
"Andeer","empty"
"Andeer","empty"
"Sils Nisellas","empty"
"Thusis","empty"
"Preda bei Berguen","empty"
"Davos Frauenkirch","empty"
"Davos Glaris","empty"
"Filisur","empty"
"Tiefencastel","empty"
"Bivio","empty"
"Tinizong-Rona","empty"
"Tinizong","empty"
"Riom - Parsonz","empty"
"Tiefencastel","empty"
"Tiefencastel","empty"
"Vaz/Obervaz","empty"
"Sils im Domleschg","empty"
"Rothenbrunnen","empty"
"Domat-Ems","empty"
"Litzirueti","empty"
"Lueen Tewald","empty"
"Lueen Tewald","empty"
"Chur Sand","empty"
"Chur Sand","empty"
"Churwalden Baergliwaeg","empty"
"Klosters","empty"
"Klosters-Dorf","empty"
"Kueblis","empty"
"Seewis","empty"
"Landquart-Fabriken","empty"
"Landquart-Fabriken","empty"
"Vadura","empty"
"Bad Ragaz","empty"
"Ragaz","empty"
"Jenins","empty"
"Vilters","empty"
"Wangs Gaschiels","empty"
"Sevelen","empty"
"Buchs Waldrand","empty"
"Buchs Steig - Aspenhoelzli","empty"
"Buchs Altendorf","empty"
"Grabs Bannwald","empty"
"Grabs Loechli","empty"
"Sennwald","empty"
"Lienz","empty"
"Oberriet Blatten","empty"
"Montlingen","empty"
"Heiden Hinterlochen","empty"
"Untereggen Lochmueli","empty"
"Steinach","empty"
"Schaffhausen","empty"
"Schaffhausen","empty"
"Neuhausen","empty"
"Rheinau","empty"
"Nesslau unterer Giessenfall","empty"
"Nesslau Schneit","empty"
"Krummenau","empty"
"Trempel Ebnat-Kappel","empty"
"Ebnat - Kappel","empty"
"Lichtensteig","empty"
"Buetschwil","empty"
"Buetschwil","empty"
"Muelau bei Bazenheid Kirchberg","empty"
"Glattmueli","empty"
"Bischofszell","empty"
"Raessenaueli","empty"
"Urnaesch","empty"
"Urnaesch","empty"
"St. Gallen","empty"
"St. Gallen Sittertal","empty"
"St. Gallen","empty"
"Wittenbach","empty"
"Schoenenberg","empty"
"Schoenenberg an der Thur","empty"
"Buerglen","empty"
"Buerglen","empty"
"Buerglen","empty"
"Buerglen","empty"
"Weinfelden","empty"
"Weinfelden","empty"
"Weinfelden untere Widen","empty"
"Matzingen","empty"
"Frauenfeld Schlossmuehlestr.","empty"
"Kollbrunn Gmde. Zell","empty"
"Sennhof Illnau-Effretikon","empty"
"Neftenbach","empty"
"Hard Wuelflingen in Winterthur","empty"
"Freienstein","empty"
"Oberuster","empty"
"Zweidlen","empty"
"Reckingen","empty"
"Hallau","empty"
"Leibstadt","empty"
"Albbruck","empty"
"Laufenburg","empty"
"Bad Saeckingen","empty"
"Schwoerstadt","empty"
"Schwoerstaddt KW Ryburg-Schw.","empty"
"Rheinfelden","empty"
"Rheinfelden","empty"
"Augst","empty"
"Grenzach-Wyhlen","empty"
"Birsfelden","empty"
"Gorges de Court","empty"
"Choindez","empty"
"Undervelier Blanches-Fontaine","empty"
"Chez Theurillat Haute-Sorne","empty"
"Soyhieres","empty"
"Laufen","empty"
"Laufen","empty"
"Zwingen","empty"
"Nenzlingen","empty"
"Grellingen","empty"
"Grellingen","empty"
"Grellingen","empty"
"Dornach","empty"
"Muenchenstein","empty"
"Barrage de Kembs","empty"
"Barrage de Kembs","empty"
"Kembs Loechle","empty"
"Grimsel Chessituren","empty"
"Grimsel Sommerloch u.Hospiz","empty"
"Grimsel Sommerloch u.Hospiz","empty"
"Handegg","empty"
"Handegg","empty"
"Handegg","empty"
"Handegg","empty"
"Guttannen Blatti","empty"
"Innertkirchen Underuerbach","empty"
"Innertkirchen","empty"
"Underi-Furen Innertkirchen","empty"
"Underi-Furen Innertkirchen","empty"
"Hopflauenen","empty"
"Hopflauenen","empty"
"Innertkirchen","empty"
"Meiringen Haselholz","empty"
"Meiringen","empty"
"Schattenhalb","empty"
"Schattenhalb","empty"
"Schattenhalb","empty"
"Brienz","empty"
"Grindelwald","empty"
"Luetschental","empty"
"Lauterbrunnen Stechelberg","empty"
"Saxeten","empty"
"Wilderswil","empty"
"Interlaken Kanal","empty"
"Unterseen","empty"
"Kandersteg Eggeschwand","empty"
"Kandersteg Zilfuri","empty"
"Kandersteg Dorf","empty"
"Inner-Kandergrund","empty"
"Adelboden Engstligenalp","empty"
"Reichenbach Losplatte","empty"
"Adelboden Moosweid","empty"
"Adelboden","empty"
"Laengmad am Thunersee","empty"
"St. Stephan Matten","empty"
"St. Stephan","empty"
"Boltigen Garstatt","empty"
"Weissenburg","empty"
"Erlenbach","empty"
"Erlenbach","empty"
"Simmenfluh (Wimmis)","empty"
"Thun","empty"
"Thun","empty"
"Thun Kanal (Uttigenstr.)","empty"
"Blumenstein","empty"
"Bern Matte","empty"
"Engehalde","empty"
"Felsenau","empty"
"Buttenried","empty"
"Innergsteig","empty"
"Lauenen bei Gstaad","empty"
"Gsteig b.Gstaad","empty"
"Château d'Oex Gerignoz","empty"
"Montbovon","empty"
"Lessoc","empty"
"Grandvillard","empty"
"Jaun","empty"
"Charmey La Tzintre","empty"
"Charmey Le Perre","empty"
"Broc","empty"
"Rossens","empty"
"Rossens","empty"
"Hauterive","empty"
"Fribourg Maigrauge","empty"
"Fribourg Oelberg","empty"
"Weissenburg_Del","empty"
"Schiffenen","empty"
"Niederried Radelfingen","empty"
"Aarberg","empty"
"Kallnach","empty"
"Hagneck","empty"
"Hagneck","empty"
"La Dernier","empty"
"Vallorbe","empty"
"Les Clees","empty"
"Montcherand","empty"
"Orbe","empty"
"Orbe","empty"
"Orbe","empty"
"La Doux / St.Sulpice","empty"
"St.Sulpice","empty"
"Noiraigue Le Furcil","empty"
"Brot - Dessous","empty"
"Brot-Dessous Les Moyats","empty"
"Boudry Combe-Garot","empty"
"Boudry","empty"
"Boudry","empty"
"Neuchâtel Serrieres","empty"
"Neuchâtel Serrieres","empty"
"Neuchâtel Serrieres","empty"
"La Serriere Neuchâtel","empty"
"Sonceboz","empty"
"Pery Rondchâtel","empty"
"Pery Frinvillier","empty"
"Frinvillier","empty"
"Biel-Boezingen","empty"
"Boezingen","empty"
"Bruegg","empty"
"Ruederswil","empty"
"Gohlhusbruegg Luetzelflueh","empty"
"Baetterkinden","empty"
"Baetterkinden","empty"
"Utzenstorf","empty"
"Wiler bei Utzenstorf","empty"
"Biberist","empty"
"Derendingen","empty"
"Luterbach","empty"
"Luterbach","empty"
"Riedholz","empty"
"Bannwil","empty"
"Oberwynau","empty"
"Schwarzhaeusern","empty"
"Boningen","empty"
"Aarburg","empty"
"Olten","empty"
"Niedergoesgen","empty"
"Aarau","empty"
"Aarau","empty"
"Aarau","empty"
"Auenstein","empty"
"Rupperswil","empty"
"Niederlenz","empty"
"Schinznach-Dorf","empty"
"Villnachern","empty"
"Doettingen","empty"
"Doettingen","empty"
"Klingnau Gippingen","empty"
"Hospental","empty"
"Realp","empty"
"Realp","empty"
"Andermatt","empty"
"Goeschenen","empty"
"Goeschenen","empty"
"Goeschenen","empty"
"Pfaffensprung","empty"
"Wassen Pfaffensprung","empty"
"Gurtnellen","empty"
"Gurtnellen","empty"
"Bristen","empty"
"Amsteg","empty"
"Amsteg","empty"
"Amsteg","empty"
"Erstfeld Ripshusen","empty"
"Erstfeld Ripshusen","empty"
"Unterschaechen","empty"
"Unterschaechen","empty"
"Buerglen","empty"
"Buerglen","empty"
"Altdorf","empty"
"Isenthal","empty"
"Seedorf","empty"
"Seedorf","empty"
"Bisisthal Sahli","empty"
